0,1,0,0,0,0.0341088,0.0814237,0.0292873,0.0030767,0.0756769,0.0097002,-0.0157442,0.0634147,-0.0059855,-0.0271141,0.0445556,-0.0279749,-0.0219395,0.0185208,-0.0399184,-0.0260344,0.0132402,0.0016437,-0.0330370,-0.0130232,-0.0057968,-0.0383570,-0.0291137,-0.0180944,-0.0475875,-0.0420326,-0.0480102,-0.0057170,-0.0016738,0.0061920,-0.0172982,-0.0281215,-0.0224679,-0.0251185,-0.0127567,-0.0496069,-0.0317146,0.0103990,-0.0677460,0.0159979,-0.0111482,-0.0003339,0.0097647,-0.0355270,-0.0248470,0.0008896,-0.0458591,-0.0524674,-0.0091931,-0.0517084,-0.0774353,0.0329695,-0.0000690,-0.0054186,0.0383002,-0.0272834,-0.0085360,0.0368179,-0.0485149,-0.0178589,0.0296937,-0.0686321,-0.0292904,0.0002249,-0.0000159
0,1,0,0,0,0.0336614,0.0827862,0.0239869,0.0020556,0.0763085,0.0053687,-0.0166078,0.0629296,-0.0093492,-0.0275089,0.0430897,-0.0309310,-0.0223358,0.0157350,-0.0406733,-0.0262152,0.0136502,0.0019765,-0.0339117,-0.0129855,-0.0058230,-0.0392546,-0.0290315,-0.0169095,-0.0478332,-0.0426183,-0.0455906,-0.0058946,-0.0018380,0.0063718,-0.0175086,-0.0279258,-0.0214539,-0.0254766,-0.0137405,-0.0491250,-0.0324410,0.0091649,-0.0674085,0.0163130,-0.0109081,-0.0003194,0.0095769,-0.0364965,-0.0244813,0.0011502,-0.0467314,-0.0520153,-0.0093239,-0.0520807,-0.0764943,0.0329073,-0.0005833,-0.0063709,0.0384904,-0.0280265,-0.0089825,0.0374918,-0.0493414,-0.0178661,0.0298205,-0.0698279,-0.0291081,-0.0005370,-0.0022252
0,1,0,0,0,0.0339880,0.0829412,0.0283009,0.0021461,0.0763596,0.0078528,-0.0164260,0.0631300,-0.0090050,-0.0260701,0.0426756,-0.0323206,-0.0203286,0.0156230,-0.0432650,-0.0265713,0.0131263,0.0012246,-0.0336540,-0.0137987,-0.0073804,-0.0386198,-0.0297367,-0.0196182,-0.0474420,-0.0421988,-0.0495678,-0.0058701,-0.0020483,0.0061387,-0.0161090,-0.0290049,-0.0223870,-0.0232815,-0.0145226,-0.0503560,-0.0303425,0.0086123,-0.0690678,0.0165317,-0.0108925,-0.0000049,0.0107976,-0.0359101,-0.0246173,0.0020405,-0.0456763,-0.0526306,-0.0082823,-0.0506791,-0.0773662,0.0337380,0.0000591,-0.0049837,0.0396920,-0.0276869,-0.0078260,0.0386059,-0.0490536,-0.0168937,0.0313755,-0.0688254,-0.0283822,0.0014934,0.0013773
0,1,0,0,0,0.0336248,0.0827084,0.0250076,0.0016181,0.0758194,0.0067155,-0.0169580,0.0626555,-0.0078825,-0.0272454,0.0431466,-0.0300093,-0.0211660,0.0164663,-0.0396809,-0.0259702,0.0132105,0.0021583,-0.0333103,-0.0135413,-0.0053119,-0.0388438,-0.0295116,-0.0171726,-0.0475171,-0.0418528,-0.0464978,-0.0056714,-0.0019421,0.0063135,-0.0173034,-0.0271665,-0.0221351,-0.0260733,-0.0114349,-0.0493391,-0.0334718,0.0123717,-0.0663602,0.0162002,-0.0106608,-0.0005612,0.0103100,-0.0354573,-0.0253052,0.0015297,-0.0454058,-0.0530975,-0.0085606,-0.0502777,-0.0773823,0.0329812,0.0002094,-0.0065007,0.0390439,-0.0269058,-0.0092972,0.0378527,-0.0479649,-0.0183411,0.0300450,-0.0686047,-0.0288592,-0.0012474,-0.0002860
0,1,0,0,0,0.0335801,0.0818466,0.0294566,0.0015602,0.0756126,0.0090285,-0.0167243,0.0625165,-0.0068389,-0.0266320,0.0426480,-0.0299609,-0.0200889,0.0163845,-0.0405258,-0.0266999,0.0132219,0.0005893,-0.0331386,-0.0136526,-0.0071386,-0.0381899,-0.0298386,-0.0194566,-0.0473405,-0.0421472,-0.0500077,-0.0058419,-0.0019400,0.0058967,-0.0165856,-0.0287779,-0.0222406,-0.0240437,-0.0137941,-0.0494712,-0.0308189,0.0083088,-0.0668575,0.0165794,-0.0108543,0.0001409,0.0108621,-0.0357704,-0.0243770,0.0020128,-0.0457496,-0.0524252,-0.0075520,-0.0513591,-0.0766954,0.0338459,0.0001194,-0.0042128,0.0395744,-0.0277187,-0.0067958,0.0381201,-0.0491581,-0.0161023,0.0311050,-0.0692245,-0.0268052,0.0014264,-0.0025723
0,1,0,0,0,0.0329631,0.0832934,0.0261628,0.0009412,0.0763537,0.0068089,-0.0172645,0.0628448,-0.0083120,-0.0274990,0.0429085,-0.0308164,-0.0216183,0.0166972,-0.0408967,-0.0266808,0.0133492,0.0016189,-0.0340638,-0.0135589,-0.0062495,-0.0394940,-0.0292656,-0.0178241,-0.0484866,-0.0422693,-0.0470901,-0.0057199,-0.0017010,0.0060436,-0.0172206,-0.0272929,-0.0222809,-0.0251854,-0.0126090,-0.0500542,-0.0333132,0.0103395,-0.0676776,0.0163215,-0.0106138,-0.0003323,0.0102795,-0.0360196,-0.0245020,0.0016572,-0.0462063,-0.0526474,-0.0088477,-0.0517438,-0.0772527,0.0332718,0.0000533,-0.0056875,0.0394428,-0.0276881,-0.0084074,0.0383715,-0.0491083,-0.0173269,0.0309624,-0.0695577,-0.0274620,-0.0022067,-0.0007619
0,1,0,0,0,0.0328033,0.0829785,0.0253574,0.0008853,0.0761669,0.0053471,-0.0172468,0.0623116,-0.0105363,-0.0263545,0.0411580,-0.0326494,-0.0203757,0.0136717,-0.0422423,-0.0267076,0.0130842,0.0011108,-0.0337208,-0.0139416,-0.0068935,-0.0389649,-0.0301616,-0.0188925,-0.0479243,-0.0426879,-0.0484735,-0.0059164,-0.0019549,0.0064295,-0.0158370,-0.0291033,-0.0220994,-0.0231494,-0.0155326,-0.0500906,-0.0304196,0.0064436,-0.0680939,0.0165160,-0.0107533,-0.0000382,0.0109701,-0.0355400,-0.0243872,0.0027806,-0.0458356,-0.0517239,-0.0077904,-0.0515660,-0.0757372,0.0335622,0.0000494,-0.0052241,0.0392231,-0.0278537,-0.0080845,0.0381690,-0.0495637,-0.0171883,0.0309918,-0.0691673,-0.0276634,0.0007406,-0.0007800
0,1,0,0,0,0.0325556,0.0831113,0.0263444,0.0005116,0.0762189,0.0062379,-0.0170633,0.0627837,-0.0092501,-0.0260724,0.0424447,-0.0314625,-0.0205354,0.0161536,-0.0418096,-0.0264098,0.0131192,0.0016920,-0.0336346,-0.0137288,-0.0064285,-0.0389996,-0.0297337,-0.0190420,-0.0479792,-0.0415957,-0.0488286,-0.0058428,-0.0018880,0.0063124,-0.0161974,-0.0282732,-0.0221006,-0.0241265,-0.0139105,-0.0507295,-0.0316052,0.0088291,-0.0692413,0.0165423,-0.0109118,-0.0002237,0.0105641,-0.0356078,-0.0244967,0.0025123,-0.0456460,-0.0524918,-0.0079615,-0.0506043,-0.0779598,0.0335491,-0.0000174,-0.0055577,0.0391844,-0.0277105,-0.0083432,0.0379682,-0.0492240,-0.0173822,0.0307617,-0.0688308,-0.0284167,-0.0004521,0.0005941
0,1,0,0,0,0.0334381,0.0826630,0.0267833,0.0012648,0.0760724,0.0067368,-0.0169774,0.0624987,-0.0091174,-0.0260395,0.0421622,-0.0318271,-0.0205278,0.0156270,-0.0411398,-0.0266530,0.0130240,0.0011802,-0.0336486,-0.0139987,-0.0071952,-0.0388255,-0.0298608,-0.0188974,-0.0479743,-0.0429249,-0.0484541,-0.0057526,-0.0019280,0.0062681,-0.0168795,-0.0275050,-0.0226477,-0.0248415,-0.0123459,-0.0500230,-0.0315571,0.0103412,-0.0674217,0.0165734,-0.0107941,-0.0000475,0.0107631,-0.0359334,-0.0242495,0.0024386,-0.0457135,-0.0523386,-0.0072896,-0.0512299,-0.0772544,0.0337462,-0.0000396,-0.0051346,0.0388797,-0.0278174,-0.0076019,0.0378631,-0.0493165,-0.0167732,0.0305778,-0.0689818,-0.0270855,0.0006322,-0.0019444
0,1,0,0,0,0.0319345,0.0839029,0.0246464,0.0003571,0.0758440,0.0054036,-0.0182333,0.0631125,-0.0096184,-0.0274242,0.0426472,-0.0312959,-0.0210382,0.0158613,-0.0408232,-0.0263631,0.0128715,0.0019903,-0.0334124,-0.0139444,-0.0061768,-0.0391531,-0.0296634,-0.0186927,-0.0482333,-0.0415758,-0.0475749,-0.0058068,-0.0018394,0.0064388,-0.0163576,-0.0281688,-0.0220550,-0.0248502,-0.0132719,-0.0503829,-0.0322245,0.0091136,-0.0677137,0.0165989,-0.0108243,-0.0003763,0.0106957,-0.0358558,-0.0250585,0.0027377,-0.0459335,-0.0521143,-0.0079516,-0.0513910,-0.0774144,0.0334765,-0.0001032,-0.0063628,0.0390389,-0.0273749,-0.0092750,0.0382518,-0.0492290,-0.0181597,0.0307761,-0.0688422,-0.0290484,-0.0011068,0.0015845
